Student_ID,Time,Type,Test,Class,Teacher,SchoolDistrict,AssignedCondition,ActualCondition,Dyad,NumPartners,IndividualDays,CollaborativeDays,MixedDays,Month,Gender,Grade,DayCount,TestCount,UnitCount,TutorCount,NotInclude,NotInclude,1_fractionBarA0201 SetPieces,1_fractionBarA0401 SetPieces,1_pieChartA0101 SetPieces,1_pieChartA0301 SetPieces,1 Total,2_denA0001 UpdateTextField,2_dragNDropA0302 SetChildren,2_numA0001 UpdateTextField,2 Total,3_denA0201 UpdateTextArea,3_denA0202 UpdateTextArea,3_denA0203 UpdateTextArea,3_denA0204 UpdateTextArea,3_denA0205 UpdateTextArea,3_dragNDropA0301 SetChildren,3_dragNDropA0302 SetChildren,3_dragNDropA0303 SetChildren,3_dragNDropA0304 SetChildren,3_dragNDropA0305 SetChildren,3_lcdA0101 UpdateTextArea,3_numA0201 UpdateTextArea,3_numA0202 UpdateTextArea,3_numA0203 UpdateTextArea,3_numA0204 UpdateTextArea,3_numA0205 UpdateTextArea,3 Total,4_dragNDropA0302 SetChildren,4_lcdA0001 UpdateTextField,4_multA0001 UpdateTextField,4_multA0002 UpdateTextField,4 Total,5_responseA0001 UpdateTextArea,5 Total,6_responseA0001 UpdateTextArea,6 Total,7_denA0002 UpdateTextField,7_dragNDropA0302 SetChildren,7_numA0002 UpdateTextField,7 Total,8_compareA0001 UpdateTextField,8_denA0003 UpdateTextField,8_denA0004 UpdateTextField,8_dragNDropA0302 SetChildren,8_lcdA0001 UpdateTextField,8_numA0003 UpdateTextField,8_numA0004 UpdateTextField,8 Total,9_dragNDropA0103 SetChildren,9_dragNDropA0104 SetChildren,9_dragNDropA0105 SetChildren,9_dragNDropA0106 SetChildren,9_dragNDropA0107 SetChildren,9_dragNDropA0108 SetChildren,9 Total,10_dragNDropA0103 SetChildren,10_dragNDropA0104 SetChildren,10_dragNDropA0105 SetChildren,10_dragNDropA0106 SetChildren,10_dragNDropA0107 SetChildren,10_dragNDropA0108 SetChildren,10 Total,11_dragNDropA0302 SetChildren,11_pieChartA0001 SetPieces,11 Total,12_denA0201 UpdateTextArea,12_denA0202 UpdateTextArea,12_denA0301 UpdateTextArea,12_numA0201 UpdateTextArea,12_numA0202 UpdateTextArea,12_numA0301 UpdateTextArea,12_textA0101 UpdateTextArea,12 Total,13_denA0003 UpdateTextField,13_denA0004 UpdateTextField,13_denA0005 UpdateTextField,13_dragNDropA0302 SetChildren,13_lcdA0001 UpdateTextField,13_numA0003 UpdateTextField,13_numA0004 UpdateTextField,13_numA0005 UpdateTextField,13 Total,14_denA0201 UpdateTextArea,14_denA0202 UpdateTextArea,14_denA0301 UpdateTextArea,14_numA0201 UpdateTextArea,14_numA0202 UpdateTextArea,14_numA0301 UpdateTextArea,14_textA0101 UpdateTextArea,14 Total,15_denA0003 UpdateTextField,15_denA0004 UpdateTextField,15_denA0005 UpdateTextField,15_dragNDropA0302 SetChildren,15_lcdA0001 UpdateTextField,15_numA0003 UpdateTextField,15_numA0004 UpdateTextField,15_numA0005 UpdateTextField,15 Total,Grand Total,ErroneousTotal,ErroneousPercentage,ProceduralTotal,ProceduralPercentage,NonWrittenTotal,WeightedTotal,TotalPercentage,HintsComparingErroneous,HintsComparingProcedural,HintsEquivalentErroneous,HintsEquivalentProcedural,HintsLCDErroneous,HintsLCDProcedural,HintsErroneous,HintsProcedural,HintsTotal,ErrorsComparingErroneous,ErrorsComparingProcedural,ErrorsEquivalentErroneous,ErrorsEquivalentProcedural,ErrorsLCDErroneous,ErrorsLCDProcedural,ErrorsErroneous,ErrorsProcedural,ErrorsTotal,WrittenLength,StudentDuration,ClassDuration,TotalPercentStudentDuration,TotalPercentClassDuration
Stu_3552ffe3c84c443ed2404aa2a9c94a47,Posttest,A,Posttest A,Giovannitti,Giovannitti,Level Green,M,M,497,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,12,0,1,1,1,3,1,1,1,1,1,1,1,3,0,1,1,0,1,1,0,4,1,1,1,1,1,1,6,1,1,1,1,1,1,6,0,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,0,7,72,28,0.8,42,0.913043478,70,0.856521739,0.864197531,0,0,1,0,1,0,2,0,2,16,69,10,3,20,30,46,102,148,170,11,30,0.078563412,
Stu_35999997777af2a256938b12034fbef3,Pretest,A,Pretest A,Brallier,Brallier,Level Green,I,I,,1,3,0,0,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,0,3,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,0,1,1,0,0,3,0,0,0,1,1,1,1,1,1,0,6,1,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,6,50,14,0.4,34,0.739130435,48,0.569565217,0.592592593,0,0,0,0,0,0,0,0,0,31,214,42,2,33,14,106,230,336,52,29,35,0.020434227,
Stu_35999997777af2a256938b12034fbef3,Posttest,B,Posttest B,Brallier,Brallier,Level Green,I,I,,1,3,0,0,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,0,0,4,0,1,1,1,1,1,1,1,1,1,7,1,1,0,1,0,1,1,1,6,1,1,1,1,1,1,1,7,1,1,1,0,1,1,1,0,6,70,24,0.685714286,44,0.956521739,68,0.821118012,0.839506173,0,0,0,0,0,0,0,0,0,31,214,42,2,33,14,106,230,336,64,18,61,0.046639232,
Stu_35e63ce83f4136bd9240e739e24bc9ca,Pretest,B,Pretest B,Herrington,Herrington,Holiday Park,M,M,498,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,4,1,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,0.114285714,16,0.347826087,20,0.231055901,0.24691358,6,34,17,0,22,26,45,60,105,45,18,13,6,25,31,83,55,138,77,39,41,0.006331117,
Stu_35e63ce83f4136bd9240e739e24bc9ca,Posttest,A,Posttest A,Herrington,Herrington,Holiday Park,M,M,498,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,3,1,1,1,1,1,1,1,3,0,1,1,0,1,1,0,4,1,0,1,1,1,1,5,1,1,0,1,1,1,5,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,7,1,0,0,1,0,0,0,2,1,1,1,0,1,1,1,0,6,45,25,0.714285714,18,0.391304348,43,0.552795031,0.530864198,6,34,17,0,22,26,45,60,105,45,18,13,6,25,31,83,55,138,56,17,42,0.031227306,
Stu_37763d16fcba211e8ed1cbb1b7482f10,Pretest,A,Pretest A,Marchiona 1,Marchiona ,Hopewell,M,M,501,1,0,0,3,Feb,Male,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,1,1,2,1,1,1,1,0,0,4,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,,,,,,,,,,,,,,,,,,30,13,0.371428571,15,0.326086957,28,0.348757764,0.345679012,0,0,0,0,1,5,1,5,6,28,24,12,4,5,31,45,59,104,130,39,1152,0.008863564,
Stu_37763d16fcba211e8ed1cbb1b7482f10,Posttest,B,Posttest B,Marchiona 1,Marchiona ,Hopewell,M,M,501,1,0,0,3,Feb,Male,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,3,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,6,1,0,0,0,1,1,3,1,1,1,1,1,1,6,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,0,7,51,27,0.771428571,22,0.47826087,49,0.62484472,0.604938272,0,0,0,0,1,5,1,5,6,28,24,12,4,5,31,45,59,104,67,38,45,0.015919428,
Stu_3898f431646dd91079dfde99e458966d,Pretest,B,Pretest B,Marchiona 1,Marchiona ,Hopewell,M,M,505,2,0,0,3,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,1,1,0,2,1,1,1,1,1,1,0,2,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,0.342857143,15,0.326086957,27,0.33447205,0.333333333,0,0,0,0,0,0,0,0,0,25,3,5,2,16,5,46,10,56,247,38,1152,0.00877193,
Stu_3898f431646dd91079dfde99e458966d,Posttest,A,Posttest A,Marchiona 1,Marchiona ,Hopewell,M,M,505,2,0,0,3,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,72,31,0.885714286,39,0.847826087,70,0.866770186,0.864197531,0,0,0,0,0,0,0,0,0,25,3,5,2,16,5,46,10,56,369,31,45,0.02787734,
Stu_390825cc95fd15f968f40404b2a6fcc2,Pretest,A,Pretest A,Shields,Shields,Lebanon,I,I,,1,2,0,0,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,0,0,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,0,1,2,1,1,1,0,0,1,1,5,0,0,0,0,1,1,2,1,1,1,1,0,0,4,1,0,1,,,,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,26,14,0.4,10,0.217391304,24,0.308695652,0.296296296,31,168,0,0,0,0,31,168,199,107,123,13,0,31,5,151,128,279,130,48,48,0.00617284,
Stu_390825cc95fd15f968f40404b2a6fcc2,Posttest,B,Posttest B,Shields,Shields,Lebanon,I,I,,1,2,0,0,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,5,1,1,0,0,1,1,4,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,6,48,20,0.571428571,26,0.565217391,46,0.568322981,0.567901235,31,168,0,0,0,0,31,168,199,107,123,13,0,31,5,151,128,279,137,30,43,0.018930041,
Stu_3a5bdb38268151aa72ba90b72f101d6f,Pretest,B,Pretest B,Ewonce,Ewonce,Montour,M,M,506,1,0,0,3,May,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,0.171428571,20,0.434782609,26,0.30310559,0.320987654,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,9,0,9,NA,35,41,0.009171076,
Stu_3a5bdb38268151aa72ba90b72f101d6f,Posttest,A,Posttest A,Ewonce,Ewonce,Montour,M,M,506,1,0,0,3,May,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,6,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,14,0.4,26,0.565217391,40,0.482608696,0.49382716,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,9,0,9,367,53,60,0.009317494,
Stu_3c158617b6fc9155d6ae5f42b71ebed8,Pretest,B,Pretest B,Marchiona 2,Marchiona ,Hopewell,C,C,507,1,1,2,0,Feb,Male,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,3,1,0,1,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,0.171428571,7,0.152173913,13,0.161801242,0.160493827,9,64,0,0,0,0,9,64,73,18,30,8,0,13,38,39,68,107,43,31,31,0.00517722,
Stu_3c158617b6fc9155d6ae5f42b71ebed8,Posttest,A,Posttest A,Marchiona 2,Marchiona ,Hopewell,C,C,507,1,1,2,0,Feb,Male,4,5,2,6,3,KEEP,KEEP,1,1,1,0,3,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,0,1,2,0,1,0,1,1,1,0,4,1,1,0,0,1,1,4,1,1,1,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,1,0,0,1,0,0,1,3,1,1,1,0,1,1,1,0,6,41,21,0.6,18,0.391304348,39,0.495652174,0.481481481,9,64,0,0,0,0,9,64,73,18,30,8,0,13,38,39,68,107,116,30,38,0.016049383,
Stu_3c59daca93d2ee10ce7b71aa2138dadd,Pretest,A,Pretest A,Herrington,Herrington,Holiday Park,M,M,508,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,0,0,0,3,0,1,1,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,28,11,0.314285714,15,0.326086957,26,0.320186335,0.320987654,0,62,32,0,0,1,32,63,95,43,65,17,0,70,38,130,103,233,85,39,41,0.008230453,
Stu_3c59daca93d2ee10ce7b71aa2138dadd,Posttest,B,Posttest B,Herrington,Herrington,Holiday Park,M,M,508,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,2,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,1,0,1,1,0,0,0,3,1,1,1,0,1,1,1,0,6,46,24,0.685714286,20,0.434782609,44,0.560248447,0.543209877,0,62,32,0,0,1,32,63,95,43,65,17,0,70,38,130,103,233,38,16,42,0.033950617,
Stu_3c81ee45c0d913c8117631a83405303c,Pretest,B,Pretest B,Brallier,Brallier,Level Green,I,I,,1,3,0,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,0,3,1,1,1,1,1,1,0,2,1,1,1,0,1,1,1,6,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,0.314285714,20,0.434782609,31,0.374534161,0.382716049,0,0,0,0,0,0,0,0,0,31,155,24,149,29,13,84,317,401,75,32,35,0.011959877,
Stu_3c81ee45c0d913c8117631a83405303c,Posttest,A,Posttest A,Brallier,Brallier,Level Green,I,I,,1,3,0,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,0,7,67,26,0.742857143,39,0.847826087,65,0.795341615,0.802469136,0,0,0,0,0,0,0,0,0,31,155,24,149,29,13,84,317,401,101,53,61,0.015140927,
Stu_3d9ea6ff013f0d85ff3a75eecd1265ac,Pretest,A,Pretest A,Rindels,Rindels,Lebanon,M,M,510,2,0,0,2,May,Female,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,1,0,1,3,1,1,2,1,0,1,1,0,1,1,5,0,0,1,0,1,0,0,1,3,0,1,1,0,1,1,1,5,0,1,1,0,1,0,1,1,5,42,16,0.457142857,24,0.52173913,40,0.489440994,0.49382716,9,2,5,0,6,2,20,4,24,29,148,5,0,24,21,58,169,227,452,37,65,0.01334668,
Stu_3d9ea6ff013f0d85ff3a75eecd1265ac,Posttest,B,Posttest B,Rindels,Rindels,Lebanon,M,M,510,2,0,0,2,May,Female,5,5,2,5,3,KEEP,KEEP,1,1,1,0,3,1,0,1,2,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,10,0,0,1,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,7,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,51,15,0.428571429,34,0.739130435,49,0.583850932,0.604938272,9,2,5,0,6,2,20,4,24,29,148,5,0,24,21,58,169,227,196,15,43,0.040329218,
Stu_3ddc8f69087056dbcd203ebf1fb8d918,Pretest,A,Pretest A,Herrington,Herrington,Holiday Park,M,M,511,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,6,24,19,0.542857143,3,0.065217391,22,0.304037267,0.271604938,0,2,29,0,0,2,29,4,33,37,26,27,40,16,46,80,112,192,73,30,41,0.009053498,
Stu_3ddc8f69087056dbcd203ebf1fb8d918,Posttest,B,Posttest B,Herrington,Herrington,Holiday Park,M,M,511,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,6,33,15,0.428571429,16,0.347826087,31,0.388198758,0.382716049,0,2,29,0,0,2,29,4,33,37,26,27,40,16,46,80,112,192,58,20,42,0.019135802,
Stu_3ead21e16821c9cd1a0fdb54b4e76151,Pretest,B,Pretest B,Shaffer,Shaffer,Holiday Park,C,C,496,1,0,3,0,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,6,1,1,0,0,1,0,3,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,6,43,22,0.628571429,19,0.413043478,41,0.520807453,0.50617284,3,22,15,0,6,6,24,28,52,70,73,14,70,30,50,114,193,307,118,33,42,0.015338571,
Stu_3ead21e16821c9cd1a0fdb54b4e76151,Posttest,A,Posttest A,Shaffer,Shaffer,Holiday Park,C,C,496,1,0,3,0,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,6,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7,0,0,0,0,1,0,0,1,,,,0,,,,,0,35,14,0.4,19,0.413043478,33,0.406521739,0.407407407,3,22,15,0,6,6,24,28,52,70,73,14,70,30,50,114,193,307,80,16,38,0.025462963,
Stu_3ed4f674bdec3abbda0f7c63175398e9,Pretest,A,Pretest A,Giovannitti,Giovannitti,Level Green,M,M,512,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,79,31,0.885714286,46,1,77,0.942857143,0.950617284,0,1,4,0,0,0,4,1,5,15,4,5,0,19,0,39,4,43,71,19,38,0.050032489,
Stu_3ed4f674bdec3abbda0f7c63175398e9,Posttest,B,Posttest B,Giovannitti,Giovannitti,Level Green,M,M,512,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,80,32,0.914285714,46,1,78,0.957142857,0.962962963,0,1,4,0,0,0,4,1,5,15,4,5,0,19,0,39,4,43,56,9,30,0.106995885,
Stu_3f0205b60f8faf109862e289c36f7a2c,Pretest,A,Pretest A,Marchiona 2,Marchiona ,Hopewell,C,C,513,1,0,3,0,Feb,Male,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,5,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,6,29,19,0.542857143,8,0.173913043,27,0.358385093,0.333333333,23,55,0,0,28,3,51,58,109,126,262,23,118,60,81,209,461,670,77,30,31,0.011111111,
Stu_3f0205b60f8faf109862e289c36f7a2c,Posttest,B,Posttest B,Marchiona 2,Marchiona ,Hopewell,C,C,513,1,0,3,0,Feb,Male,4,5,2,6,3,KEEP,KEEP,1,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,4,0,0,1,0,1,0,2,1,1,1,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,7,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,5,35,22,0.628571429,11,0.239130435,33,0.433850932,0.407407407,23,55,0,0,28,3,51,58,109,126,262,23,118,60,81,209,461,670,104,16,38,0.025462963,
Stu_3fc01366f19db93f8840d3344f823229,Pretest,A,Pretest A,Rindels,Rindels,Lebanon,M,M,514,2,0,0,2,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,1,1,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,7,1,1,0,1,1,1,1,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,7,66,29,0.828571429,35,0.760869565,64,0.794720497,0.790123457,0,0,0,0,0,0,0,0,0,33,6,5,0,21,7,59,13,72,116,37,65,0.021354688,
Stu_3fc01366f19db93f8840d3344f823229,Posttest,B,Posttest B,Rindels,Rindels,Lebanon,M,M,514,2,0,0,2,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,4,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,79,31,0.885714286,46,1,77,0.942857143,0.950617284,0,0,0,0,0,0,0,0,0,33,6,5,0,21,7,59,13,72,180,24,43,0.039609054,
Stu_3ffeb4cc4787d5eaa174c1c7d265e8ca,Pretest,A,Pretest A,Rongaus 1,Rongaus ,Montour,C,C,515,1,0,3,0,May,Female,5,5,2,6,3,KEEP,KEEP,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0.02173913,1,0.010869565,0.012345679,16,3,0,0,40,4,56,7,63,23,76,4,28,33,17,60,121,181,NA,1,23,0.012345679,
Stu_3ffeb4cc4787d5eaa174c1c7d265e8ca,Posttest,B,Posttest B,Rongaus 1,Rongaus ,Montour,C,C,515,1,0,3,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,6,1,1,1,1,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,6,30,20,0.571428571,8,0.173913043,28,0.372670807,0.345679012,16,3,0,0,40,4,56,7,63,23,76,4,28,33,17,60,121,181,71,36,44,0.009602195,
